"gbif_id";"iucn_id";"cites_id";"nombre_cientifico";"nombre_cientifico2";"reino";"filo";"clase";"orden";"familia";"genero";"TIPO";"NOMBRE.EN.ESPAÑOL";"NACIONAL";"STATUS";"iucn_status";"cites_status"
3146293;NA;NA;"Grindelia tarapacana";"Grindelia tarapacana Phil.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Grindelia";"Flora";"Chiñe";NA;"Nativa";NA;NA
3131229;NA;NA;"Helichrysum luteoalbum";"Helichrysum luteoalbum (L.) Rchb.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Helichrysum";"Flora";NA;NA;NA;NA;NA
5393508;NA;NA;"Helogyne apaloidea";"Helogyne apaloidea Nutt.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Helogyne";"Flora";NA;NA;"Nativa";NA;NA
3114381;NA;NA;"Heterosperma diversifolium";"Heterosperma diversifolium Kunth";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Heterosperma";"Flora";NA;NA;NA;NA;NA
4239752;NA;NA;"Heterosperma ferreyrii";"Heterosperma ferreyrii H.Rob.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Heterosperma";"Flora";NA;NA;"Endémica";NA;NA
3114388;NA;NA;"Heterosperma ovatifolium";"Heterosperma ovatifolium Cav.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Heterosperma";"Flora";NA;NA;"Nativa";NA;NA
3135662;NA;NA;"Hieracium streptochaetum";"Hieracium streptochaetum Zahn";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Hieracium";"Flora";NA;NA;"Nativa";NA;NA
3093711;NA;NA;"Hypochaeris chillensis";"Hypochaeris chillensis (Kunth) Britton";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Hypochaeris";"Flora";NA;NA;"Nativa";NA;NA
3093735;NA;NA;"Hypochaeris eriolaena";"Hypochaeris eriolaena (Sch.Bip.) Reiche";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Hypochaeris";"Flora";NA;NA;NA;NA;NA
3093785;NA;NA;"Hypochaeris meyeniana";"Hypochaeris meyeniana (Walp.) Griseb.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Hypochaeris";"Flora";NA;NA;"Nativa";NA;NA
3093832;NA;NA;"Hypochaeris sessiliflora";"Hypochaeris sessiliflora Kunth";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Hypochaeris";"Flora";NA;NA;NA;NA;NA
7724330;NA;NA;"Hypochaeris taraxacoides";"Hypochaeris taraxacoides (Meyen & Walp.) Ball";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Hypochaeris";"Flora";NA;NA;NA;NA;NA
3140346;164487;NA;"Lactuca virosa";"Lactuca virosa L.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Lactuca";"Flora";NA;NA;"Introducida";"DD";NA
3111854;NA;NA;"Laennecia artemisiifolia";"Laennecia artemisiifolia (Meyen & Walp.) G.L.Nesom";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Laennecia";"Flora";NA;NA;"Nativa";NA;NA
3099494;NA;NA;"Leucheria daucifolia";"Leucheria daucifolia (Don) Crisci";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Leucheria";"Flora";"Sasawi";NA;"Nativa";NA;NA
9387248;NA;NA;"Lomanthus tovarii";"Lomanthus tovarii (Cabrera) B.Nord. & Pelser";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Lomanthus";"Flora";NA;NA;"Endémica";NA;NA
5386994;NA;NA;"Lucilia conoidea";"Lucilia conoidea Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mniodes";"Flora";NA;NA;"Nativa";NA;NA
5386991;NA;NA;"Lucilia kunthiana";"Lucilia kunthiana (DC.) Zardini";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mniodes";"Flora";NA;NA;"Nativa";NA;NA
8370958;202985;NA;"Matricaria chamomilla";"Matricaria chamomilla L.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Matricaria";"Flora";"Manzanilla";NA;"Introducida";"LC";NA
5399447;NA;NA;"Microseris pygmaea";"Microseris pygmaea D.Don";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Microseris";"Flora";NA;NA;NA;NA;NA
3150203;NA;NA;"Misbrookea strigosissima";"Misbrookea strigosissima (A.Gray) Funk";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Misbrookea";"Flora";NA;NA;NA;NA;NA
11115891;NA;NA;"Mniodes caespititita";"Mniodes caespititia (Wedd.) Quip. & M.O.Dillon";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mniodes";"Flora";NA;NA;"Nativa";NA;NA
3145209;133252262;NA;"Mniodes coarctata";"Mniodes coarctata Cuatrec.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mniodes";"Flora";NA;NA;"Nativa";"LC";NA
9590261;NA;NA;"Mniodes longifolia";"Mniodes longifolia (Cuatrec. & Aristeg.) S.E.Freire, Chemisquy, Anderb. & Urtubey";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mniodes";"Flora";NA;NA;"Nativa";NA;NA
9460941;NA;NA;"Mniodes pickeringii";"Mniodes pickeringii (A.Gray) S.E.Freire, Chemisquy, Anderb. & Urtubey";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mniodes";"Flora";NA;NA;"Endémica";NA;NA
9628367;NA;NA;"Mniodes piptolepis";"Mniodes piptolepis (Wedd.) S.E.Freire, Chemisquy, Anderb. & Urtubey";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mniodes";"Flora";NA;NA;NA;NA;NA
9535140;NA;NA;"Mniodes subspicata";"Mniodes subspicata (Wedd.) S.E.Freire, Chemisquy, Anderb. & Urtubey";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mniodes";"Flora";NA;NA;NA;NA;NA
9349756;NA;NA;"Mniodes schultzii";"Mniodes schultzii (Wedd.) S.E.Freire, Chemisquy, Anderb. & Urtubey";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mniodes";"Flora";NA;NA;NA;NA;NA
3144188;NA;NA;"Mutisia acuminata";"Mutisia acuminata Ruiz & Pav.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mutisia";"Flora";"Chinchirkuma";NA;"Nativa";NA;NA
3144188;NA;NA;"Mutisia acuminata";"Mutisia acuminata Ruiz & Pav.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mutisia";"Flora";"Chinchirkuma";NA;"Nativa";NA;NA
3144188;NA;NA;"Mutisia acuminata";"Mutisia acuminata Ruiz & Pav.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mutisia";"Flora";"Chinchirkuma";NA;"Nativa";NA;NA
3144188;NA;NA;"Mutisia acuminata";"Mutisia acuminata Ruiz & Pav.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mutisia";"Flora";"Chinchirkuma";NA;"Nativa";NA;NA
3144130;NA;NA;"Mutisia cochabambensis";"Mutisia cochabambensis Hieron.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mutisia";"Flora";NA;NA;NA;NA;NA
3144120;NA;NA;"Mutisia lanigera";"Mutisia lanigera Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mutisia";"Flora";NA;NA;"Nativa";NA;NA
3144124;NA;NA;"Mutisia ledifolia";"Mutisia ledifolia DC. ex Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mutisia";"Flora";NA;NA;NA;NA;NA
3144151;NA;NA;"Mutisia orbignyana";"Mutisia orbignyana Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Mutisia";"Flora";NA;NA;NA;NA;NA
3140065;NA;NA;"Ophryosporus anomalus";"Ophryosporus anomalus R.M.King & H.Rob.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Ophryosporus";"Flora";NA;NA;NA;NA;NA
3140080;NA;NA;"Ophryosporus heptanthus";"Ophryosporus heptanthus (Sch.Bip. ex Wedd.) R.M.King & H.Rob.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Ophryosporus";"Flora";"Chilliniza";NA;"Nativa";NA;NA
3140097;NA;NA;"Ophryosporus peruvianus";"Ophryosporus peruvianus (J.F.Gmel.) R.M.King & H.Rob.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Ophryosporus";"Flora";NA;NA;"Nativa";NA;NA
3140094;NA;NA;"Ophryosporus pinifolius";"Ophryosporus pinifolius (Phil.) R.M.King & H.Rob.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Ophryosporus";"Flora";NA;NA;NA;NA;NA
3140060;NA;NA;"Ophryosporus pubescens";"Ophryosporus pubescens (Sm.) R.M.King & H.Rob.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Ophryosporus";"Flora";NA;NA;"Endémica";NA;NA
7978333;NA;NA;"Oriastrum stuebelii";"Oriastrum stuebelii (Hieron.) A.M.R.Davies";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Oriastrum";"Flora";NA;NA;"Nativa";NA;NA
3098753;NA;NA;"Parastrephia lepidophylla";"Parastrephia lepidophylla (Wedd.) Cabrera";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Parastrephia";"Flora";"Tola";"VU";"Nativa";NA;NA
3098735;132876286;NA;"Parastrephia phyliciformis";"Parastrephia phyliciformis (Meyen) Cabrera";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Parastrephia";"Flora";"Tola";"VU";"Nativa";"LC";NA
3098748;132877426;NA;"Parastrephia quadrangularis";"Parastrephia quadrangularis (Meyen) Cabrera";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Parastrephia";"Flora";"Tola";"VU";"Nativa";"LC";NA
5391414;NA;NA;"Perezia coerulescens";"Perezia coerulescens Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Perezia";"Flora";NA;"VU";"Nativa";NA;NA
5391359;NA;NA;"Perezia multiflora";"Perezia multiflora (Bonpl.) Less.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Perezia";"Flora";"Chancoromo";NA;"Nativa";NA;NA
5391419;NA;NA;"Perezia pungens";"Perezia pungens (Bonpl.) Less.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Perezia";"Flora";NA;NA;"Nativa";NA;NA
5391450;NA;NA;"Perezia sublyrata";"Perezia sublyrata Domke";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Perezia";"Flora";"Marancela";NA;NA;NA;NA
3146426;NA;NA;"Perityle emoryi";"Perityle emoryi Torr.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Laphamia";"Flora";NA;NA;NA;NA;NA
3118691;NA;NA;"Philoglossa peruviana";"Philoglossa peruviana DC.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Philoglossa";"Flora";NA;NA;"Endémica";NA;NA
3088577;NA;NA;"Picrosia longifolia";"Picrosia longifolia D.Don";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Picrosia";"Flora";NA;NA;NA;NA;NA
3090049;NA;NA;"Plazia daphnoides";"Plazia daphnoides Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Plazia";"Flora";NA;NA;NA;NA;NA
3132597;NA;NA;"Pluchea chingoyo";"Pluchea chingoyo (Kunth) DC.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Pluchea";"Flora";"Chingoyo, Toñuz";NA;"Nativa";NA;NA
3099151;NA;NA;"Polyachyrus annuus";"Polyachyrus annuus I.M.Johnst.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Polyachyrus";"Flora";NA;NA;NA;NA;NA
3099158;NA;NA;"Polyachyrus sphaerocephalus";"Polyachyrus sphaerocephalus D.Don";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Polyachyrus";"Flora";"Jucotape";NA;"Nativa";NA;NA
4220024;NA;NA;"Proustia berberidifolia";"Proustia berberidifolia (Cabrera) Ferreyra";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Lophopappus";"Flora";"Taza";NA;"Endémica";NA;NA
3145152;NA;NA;"Proustia cuneifolia";"Proustia cuneifolia D.Don";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Proustia";"Flora";NA;NA;NA;NA;NA
3129233;NA;NA;"Pseudobaccharis acaulis";"Pseudobaccharis acaulis (Wedd. ex R.E.Fr.) Cabrera";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Pseudobaccharis";"Flora";NA;NA;NA;NA;NA
3103113;NA;NA;"Pseudognaphalium cheiranthifolium";"Pseudognaphalium cheiranthifolium (Lam.) Hilliard & B.L.Burtt";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Pseudognaphalium";"Flora";NA;NA;"Nativa";NA;NA
9320858;NA;NA;"Pseudognaphalium dysodes";"Pseudognaphalium dysodes (Spreng.) S.E.Freire, N.Bayón & C.Monti";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Pseudognaphalium";"Flora";"Wira wira macho";NA;"Nativa";NA;NA
3103097;NA;NA;"Pseudognaphalium lacteum";"Pseudognaphalium lacteum (Meyen & Walp.) Anderb.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Pseudognaphalium";"Flora";NA;NA;NA;NA;NA
12228757;NA;NA;"Rockhausenia aretioides";"Rockhausenia aretioides (Wedd.) D.J.N.Hind";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";NA;NA
12259648;NA;NA;"Rockhausenia glaberrima";"Rockhausenia glaberrima (Phil.) D.J.N.Hind";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";NA;NA
12265950;NA;NA;"Rockhausenia pygmaea";"Rockhausenia pygmaea (Gillies ex Hook. & Arn.) D.J.N.Hind";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";NA;NA
12258700;NA;NA;"Rockhausenia sp.";"Rockhausenia D.J.N.Hind";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";NA;NA
12212362;NA;NA;"Rockhausenia spathulata";"Rockhausenia spathulata (Wedd.) D.J.N.Hind";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";NA;NA
8346536;NA;NA;"Schkuhria pinnata";"Schkuhria pinnata (Lam.) Kuntze";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Schkuhria";"Flora";NA;NA;"Nativa";NA;NA
3108780;NA;NA;"Senecio adenophyllus";"Senecio adenophyllus Meyen & Walp.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Nativa";NA;NA
3108461;NA;NA;"Senecio algens";"Senecio algens Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
7536527;NA;NA;"Senecio breviscapus";"Senecio breviscapus DC.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Nativa";NA;NA
4240190;NA;NA;"Senecio candollei";"Senecio candollei Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Culcitium";"Flora";NA;NA;"Nativa";NA;NA
3109125;NA;NA;"Senecio clivicola";"Senecio clivicola Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
3107308;NA;NA;"Senecio ctenophyllus";"Senecio ctenophyllus Phil.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Nativa";NA;NA
3107537;NA;NA;"Senecio comosus";"Senecio comosus Sch.Bip.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Nativa";NA;NA
3109011;NA;NA;"Senecio digitatus";"Senecio digitatus Phil.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
3107830;NA;NA;"Senecio dryophyllus";"Senecio dryophyllus Meyen & Walp.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Nativa";NA;NA
4236017;NA;NA;"Senecio eriocladus";"Senecio eriocladus Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
3107061;NA;NA;"Senecio evacoides";"Senecio evacoides Sch.Bip.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Nativa";NA;NA
4234505;NA;NA;"Senecio gamolepis";"Senecio gamolepis Cabrera";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
3108383;NA;NA;"Senecio humillimus";"Senecio humillimus Sch.Bip.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Nativa";NA;NA
3065;NA;NA;"Senecio modestus";"Asteraceae";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";NA;"Flora";NA;NA;NA;NA;NA
3108749;NA;NA;"Senecio nutans";"Senecio nutans Sch.Bip.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";"Chachacomo";"VU";"Nativa";NA;NA
3107085;NA;NA;"Senecio phylloleptus";"Senecio phylloleptus Cuatrec.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
6300003;NA;NA;"Senecio puchii";"Senecio puchei Phil.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
6063946;NA;NA;"Senecio rudbeckiifolius";"Senecio rudbeckiifolius Meyen & Walp.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
7488565;NA;NA;"Senecio rufescens";"Senecio rufescens DC.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Nativa";NA;NA
3107666;NA;NA;"Senecio saxicola";"Senecio saxicolus Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Nativa";NA;NA
4217662;NA;NA;"Senecio spinosus";"Senecio spinosus DC.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";"Canlla";NA;"Nativa";NA;NA
4217125;NA;NA;"Senecio sublutescenes";"Senecio sublutescens Cuatrec.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
4216559;NA;NA;"Senecio tacorensis";"Senecio tacorensis Cabrera";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
3108085;NA;NA;"Senecio trifurcifolius";"Senecio trifurcifolius Hieron.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;NA;NA;NA
3108983;NA;NA;"Senecio vulgaris";"Senecio vulgaris L.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Senecio";"Flora";NA;NA;"Introducida";NA;NA
3112142;NA;NA;"Soliva mexicana";"Soliva mexicana DC.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Soliva";"Flora";NA;NA;NA;NA;NA
3105782;NA;NA;"Sonchus asper";"Sonchus asper (L.) Hill";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Sonchus";"Flora";NA;NA;NA;NA;NA
8228544;NA;NA;"Sonchus oleraceus";"Sonchus oleraceus L.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Sonchus";"Flora";"Cerraja, Canacho";NA;"Introducida";NA;NA
3125565;NA;NA;"Stevia weberbaueri";"Stevia weberbaueri B.L.Rob.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Stevia";"Flora";NA;NA;"Endémica";NA;NA
3088506;NA;NA;"Tagetes filifolia";"Tagetes filifolia Lag.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Tagetes";"Flora";NA;NA;NA;NA;NA
3088531;NA;NA;"Tagetes multiflora";"Tagetes multiflora Kunth";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Tagetes";"Flora";"Chicchipa, anisillo";NA;"Nativa";NA;NA
3118274;NA;NA;"Tanacetum vulgare";"Tanacetum vulgare L.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Tanacetum";"Flora";NA;NA;"Introducida";NA;NA
3118274;NA;NA;"Tanacetum vulgare";"Tanacetum vulgare L.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Tanacetum";"Flora";NA;NA;NA;NA;NA
5394163;202994;NA;"Taraxacum officinale";"Taraxacum officinale Weber ex F.H.Wigg.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Taraxacum";"Flora";"Diente de León";NA;"Introducida";"LC";NA
3114910;150001759;NA;"Tessaria integrifolia";"Tessaria integrifolia Ruiz & Pav.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Tessaria";"Flora";"Pajaro bobo";NA;"Nativa";"LC";NA
3125994;NA;NA;"Trichocline caulescens";"Trichocline caulescens Phil.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Trichocline";"Flora";NA;NA;"Nativa";NA;NA
5398960;NA;NA;"Trixis cacalioides";"Trixis cacalioides (Kunth) D.Don";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Trixis";"Flora";NA;NA;"Nativa";NA;NA
5386982;NA;NA;"Villanova oppositifolia";"Villanova oppositifolia Lag.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Villanova";"Flora";NA;NA;NA;NA;NA
9392518;NA;NA;"Aldama helianthoides";"Aldama helianthoides (Rich.) E.E.Schill. & Panero";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Aldama";"Flora";NA;NA;"Nativa";NA;NA
9392518;NA;NA;"Aldama helianthoides";"Aldama helianthoides (Rich.) E.E.Schill. & Panero";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Aldama";"Flora";"Saki";NA;NA;NA;NA
5699906;NA;NA;"Viguiera weberbaueri";"Viguiera weberbaueri S.F.Blake";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Viguiera";"Flora";NA;"NT";"Endémica";NA;NA
5393338;NA;NA;"Werneria apiculata";"Werneria apiculata Sch.Bip.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;NA;NA;NA
5393320;133255174;NA;"Werneria aretioides";"Werneria aretioides Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";"LC";NA
5393341;133255373;NA;"Werneria caespitosa";"Werneria caespitosa Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";"LC";NA
5402732;NA;NA;"Werneria ciliolata";"Werneria ciliolata A.Gray";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Werneria";"Flora";NA;NA;"Nativa";NA;NA
5698620;NA;NA;"Werneria esquilachensis";"Werneria esquilachensis Cuatrec.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Werneria";"Flora";NA;NA;"Nativa";NA;NA
5393342;133163208;NA;"Werneria glaberrima";"Werneria glaberrima Phil.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";"VU";NA
5393333;NA;NA;"Werneria heteroloba";"Werneria heteroloba Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;NA;NA;NA
5402733;NA;NA;"Werneria juniperina";"Werneria juniperina Hieron.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Werneria";"Flora";NA;NA;"Nativa";NA;NA
5393327;NA;NA;"Werneria pectinata";"Werneria pectinata Lingelsh.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";NA;NA
7376188;NA;NA;"Werneria pygmaea";"Werneria pygmaea Gillies ex Hook.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;NA;NA;NA
5393319;NA;NA;"Werneria solivifolia";"Werneria solivifolia Sch.Bip.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;"Nativa";NA;NA
5393321;NA;NA;"Werneria spathulata";"Werneria spathulata Wedd.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Rockhausenia";"Flora";NA;NA;NA;NA;NA
3089150;NA;NA;"Xanthium spinosum";"Xanthium spinosum L.";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Xanthium";"Flora";"Espina de perro, Anuchapi";NA;NA;NA;NA
3142297;NA;NA;"Xenophyllum ciliolatum";"Xenophyllum ciliolatum (A.Gray) V.A.Funk";"Plantae";"Tracheophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Werneria";"Flora";NA;NA;"Nativa";NA;NA
