"gbif_id";"iucn_id";"cites_id";"nombre_cientifico";"nombre_cientifico2";"reino";"filo";"clase";"orden";"familia";"genero";"TIPO";"NOMBRE.EN.ESPAÑOL";"NACIONAL";"STATUS";"iucn_status";"cites_status"
7952072;41280;NA;"Lepus europaeus";"Lepus europaeus Pallas, 1778";"Animalia";"Chordata";"Mammalia";"Lagomorpha";"Leporidae";"Lepus";"Mamíferos";"Liebre europea";NA;NA;"LC";NA
2439415;42657;NA;"Abrocoma cinerea";"Abrocoma cinerea Thomas, 1919";"Animalia";"Chordata";"Mammalia";"Rodentia";"Abrocomidae";"Abrocoma";"Mamíferos";"Rata chinchilla cenicienta";NA;NA;"LC";NA
5219699;86226097;NA;"Galea musteloides";"Galea musteloides Meyen, 1833";"Animalia";"Chordata";"Mammalia";"Rodentia";"Caviidae";"Galea";"Mamíferos";"Sacha cuy";NA;NA;"DD";NA
4264738;4651;6015;"Chinchilla chinchilla";"Chinchilla chinchilla (Lichtenstein, 1829)";"Animalia";"Chordata";"Mammalia";"Rodentia";"Chinchillidae";"Chinchilla";"Mamíferos";"Chinchilla andina";"DD";NA;"EN";"I"
2439835;NA;NA;"Lagidium peruanum";"Lagidium peruanum Meyen, 1833";"Animalia";"Chordata";"Mammalia";"Rodentia";"Chinchillidae";"Lagidium";"Mamíferos";"Viscacha peruana";NA;NA;NA;NA
2439834;11148;NA;"Lagidium viscacia";"Lagidium viscacia (Molina, 1782)";"Animalia";"Chordata";"Mammalia";"Rodentia";"Chinchillidae";"Lagidium";"Mamíferos";"Viscacha Chilena";NA;NA;"LC";NA
4265099;NA;NA;"Abrothrix andina";"Abrothrix andinus (Philippi, 1858)";"Animalia";"Chordata";"Mammalia";"Rodentia";"Cricetidae";"Abrothrix";"Mamíferos";"Ratón campestre andino";NA;NA;NA;NA
4265098;4804;NA;"Abrothrix jelskii";"Abrothrix jelskii (Thomas, 1894)";"Animalia";"Chordata";"Mammalia";"Rodentia";"Cricetidae";"Abrothrix";"Mamíferos";"Ratón campestre de jelski";NA;NA;"LC";NA
2437895;725;NA;"Akodon albiventer";"Akodon albiventer Thomas, 1897";"Animalia";"Chordata";"Mammalia";"Rodentia";"Cricetidae";"Akodon";"Mamíferos";"Ratón campestre de vientre blanco";NA;NA;"LC";NA
2439067;4655;NA;"Chinchillula sahamae";"Chinchillula sahamae Thomas, 1898";"Animalia";"Chordata";"Mammalia";"Rodentia";"Cricetidae";"Chinchillula";"Mamíferos";"Rata chinchilla de Sajama";NA;NA;"LC";NA
2438117;NA;NA;"Phyllotis chilensis";"Phyllotis Waterhouse, 1837";"Animalia";"Chordata";"Mammalia";"Rodentia";"Cricetidae";"Phyllotis";"Mamíferos";"Ratón orejón chileno";NA;NA;NA;NA
5706752;136629;NA;"Phyllotis limatus";"Phyllotis limatus Thomas, 1912";"Animalia";"Chordata";"Mammalia";"Rodentia";"Cricetidae";"Phyllotis";"Mamíferos";"Ratón orejón de Lima";NA;NA;"LC";NA
5219760;17228;NA;"Phyllotis magister";"Phyllotis magister Thomas, 1912";"Animalia";"Chordata";"Mammalia";"Rodentia";"Cricetidae";"Phyllotis";"Mamíferos";"Ratón orejón maestro";NA;NA;"LC";NA
2438863;18880;NA;"Punomys lemminus";"Punomys lemminus Osgood, 1943";"Animalia";"Chordata";"Mammalia";"Rodentia";"Cricetidae";"Punomys";"Mamíferos";"Ratón de puna";"VU";"Endémica";"VU";NA
2439640;5818;NA;"Ctenomys opimus";"Ctenomys opimus Wagner, 1848";"Animalia";"Chordata";"Mammalia";"Rodentia";"Ctenomyidae";"Ctenomys";"Mamíferos";"Tucu-tucu del Titicaca";"VU";NA;"LC";NA
9772498;NA;NA;"Mus musculusA";"Mus spec Linnæus, 1758";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Mus";"Mamíferos";"Ratón común";NA;NA;NA;NA
