ID;Nombre Común;Nombre Científico;Descripción;Estado de Conservación;Código IUCN;Categoría IUCN;Categoría CITES;Categoría Nacional;Reino;Clase;Orden;Familia;Hábitat;Latitud;Longitud;Lugar Específico;Región;Provincia;Distrito;Ubicación Completa;Imagen Principal;Imagen 2;Imagen 3;Imagen 4;Publicaciones Relacionadas;Fecha de Creación;Fecha de Actualización
321;Azulito Altoandino;Xenodacnis parina;N/A;Vulnerable;VU;N/A;N/A;N/A;Animalia;Mamiferos;"Cetartiodactyla
";"Cervidae
";N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
322;Fringilo Apizarrado;Xenospingus concolor;N/A;En Peligro Crítico;CR;N/A;N/A;N/A;Animalia;Mamiferos;"Cetartiodactyla
";"Cervidae
";N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
323;Tórtola Orejuda;Zenaida auriculata;N/A;Vulnerable;VU;N/A;N/A;N/A;Animalia;Mamiferos;"Rodentia
";"Abrocomidae
";N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
324;Tórtola Melódica;Zenaida meloda;N/A;Vulnerable;VU;N/A;N/A;N/A;Animalia;Mamiferos;"Rodentia
";"Abrocomidae
";N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
325;Gorrión de Collar Rufo;Zonotrichia capensis;N/A;Vulnerable;VU;N/A;N/A;N/A;Animalia;Liliopsida;Liliopsida;Iridaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
326;Pinco-pinco;Ephedra americana Humb. & Bonpl. ex Willd.;Ephedraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Gnetopsida;Gnetopsida;Ephedraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
327;Pinco-pinco;Ephedra breana Phil.;Ephedraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Gnetopsida;Gnetopsida;Ephedraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
328;Orko-orko;Bomarea dulcis (Hook.) Beauverd;Alstroemeriaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Alstroemeriaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
329;Lenteja de agua;Lemna minuta Kunth;Araceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Araceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
330;Siempre viva;Tillandsia capillaris var. capillaris Ruiz & Pav.;Bromeliaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Bromeliaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
331;Siempre viva;Tillandsia capillaris Ruiz & Pav.;Bromeliaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Bromeliaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
332;Siempre viva;Tillandsia geissei Phil.;Bromeliaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Bromeliaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
333;Siempre viva;Tillandsia landbeckii Phil.;Bromeliaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Bromeliaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
334;Siempre viva;Tillandsia purpurea Ruiz & Pav.;Bromeliaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Bromeliaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
335;Siempre viva;Tillandsia werdermannii Harms;Bromeliaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Bromeliaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
336;Kunkuna, Orccotina, Waricha, Tiña;Distichia muscoides Nees & Meyen;Juncaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Juncaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
337;Packo;Oxychloe andina Phil.;Juncaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Juncaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
338;Bertero;Elodea potamogeton (Bertero) Espinosa;Hydrocharitaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Hydrocharitaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
339;Pasto;Anthochloa lepidula Nees & Meyen;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
340;Pasto;Aristida adscensionis L.;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
341;Caña hueca;Arundo donax L.;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
342;Cebadilla;Bromus catharticus Vahl;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
343;Cadillo;Cenchrus echinatus L.;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
344;Cortadera;Cortaderia jubata (Lemoine) Stapf;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
345;Hierba luisa;Cymbopogon citratus (DC.) Stapf;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
346;Grama dulce;Cynodon dactylon (L.) Pers.;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
347;Grama salada;Distichlis spicata (L.) Greene;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
348;Pajonal;Festuca orthophylla Pilg.;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
349;Carrizo;Phragmites australis (Cav.) Trin. ex Steud.;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
350;Ichu;Jarava ichu (Stipa ichu) (Ruiz & Pav.) Kunth;Poaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Poaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
351;Sábila;Aloe vera  (L.) Burm. f.;Xanthorrhoeaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Liliopsida;Liliopsida;Xanthorrhoeaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
352;Verdolaga;Sesuvium portulacastrum (L.) L.;Aizoaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Aizoaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
353;Hierba blanca;Alternanthera halimifolia (Lam.) Standl. ex;Amaranthaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Amaranthaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
354;Paico;Dysphania ambrioides (Chenopodium ambrosioides*)  L. ;Amaranthaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Amaranthaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
355;Jassi, molle, carzo;Haplorhus peruviana Engl.;Anacardiaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Anacardiaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
356;Molle;Schinus molle L.;Anacardiaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Anacardiaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
357;Yareta, Capo;Azorella compacta Phil.;Apiaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Apiaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
358;Hoja redonda;Hydrocotyle bonariensis Lam.;Araliaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Araliaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
359;Espina de perro, Anuchapi;Acanthoxanthium spinosum (L.) Fourr.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
360;Wira wira hembra;Achyrocline alata (Kunth) DC.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
361;Altamiza;Ambrosia arborescens Mill.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
362;Ajenjo;Artemisia absinthium L.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
363;Tolilla;Baccharis boliviensis (Wedd.) Cabrera;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
364;Kimsaucho, Karkeja;Baccharis genistelloides (Lam.) Pers.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
365;Tola;Baccharis incarum (Wedd.) Cuatrec;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
366;Altamisa;Baccharis peruviana Cuatrec.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
367;Chilca, Chara;Baccharis petiolata DC;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
368;Tola;Baccharis tricuneata (L.f.) Pers.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
369;Misico;Bidens andicola var. andicola Kunth;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
370;Cadillo, chiriro;Bidens pilosa var pilosa (DC.) Sherff;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
371;Tola blanca;Chersodoma jodopappa Cabrera;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
372;Guishuara karkataya;Chersodoma juanisernii (Cuatrec.) Cuatrec.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
373;Guishuara;Chuquiraga rotundifolia Wedd.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
374;Kalihua, Kasihua;Diplostephium meyenii (Sch. Bip. ex Wedd.) S.F.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
375;Matagusano;Flaveria bidentis (L.) Kuntze;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
376;Wira wira macho;Gnaphalium dombeyanum DC.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
377;Chiñe;Grindelia glutinosa (Cav.) Mart.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
378;Chiñe;Grindelia tarapacana Phil.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
379;Sasawi;Leucheria daucifolia (D.Don) Crisci;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
380;Manzanilla;Matricaria recutita L.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
381;Chinchirkuma;Mutisia acuminata var. bicolor Cabrera;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
382;Chinchirkuma;Mutisia acuminata var. hirsuta (Meyen) Cabrera;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
383;Chilliniza;Ophryosporus heptanthus (Sch.Bip. ex Wedd.) R.M.King & H.Rob.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
384;Tola;Parastrephia lepidophylla (Wedd.) Cabrera;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
385;Tola;Parastrephia lucida (Meyen) Cabrera;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
386;Tola;Parastrephia quadrangularis (Meyen) Cabrera;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
387;Chancoromo;Perezia multiflora (Bonpl.) Less.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
388;Chingoyo, Toñuz;Pluchea chingoyo (Kunth) DC.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
389;Taza;Proustia berberidifolia (Cuatrec.) Ferreyra;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
390;Chachacomo;Senecio nutans Sch.Bip.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
391;Canlla;Senecio spinosus DC.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
392;Cerraja, Canacho;Sonchus oleraceus L.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
393;Chicchipa;Tagetes multiflora Kunth;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
394;Diente de León;Taraxacum officinale F.H. Wigg.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
395;Pajaro bobo;Tessaria integrifolia Ruiz & Pav.;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
396;Pura pura;Xenophyllum poposum (Phil.) V.A.Funk;Asteraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Asteraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
397;Chuve;Tecoma fulva (Cav.) G. Don;Bignoniaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Bignoniaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
398;Huaranhua;Tecoma sambucifolia Kunth;Bignoniaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Bignoniaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
399;Hierba de alacrán;Heliotropium curassavicum L.;Boraginaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Boraginaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
400;Flor de arena;Tiquilia paronychioides (Phil.) A.T. Richardson;Boraginaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Boraginaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
401;Nabo silvestre, Mostaza;Brassica rapa subsp. campestris (L.);Brassicaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Brassicaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
