ID;Nombre Común;Nombre Científico;Descripción;Estado de Conservación;Código IUCN;Categoría IUCN;Categoría CITES;Categoría Nacional;Reino;Clase;Orden;Familia;Hábitat;Latitud;Longitud;Lugar Específico;Región;Provincia;Distrito;Ubicación Completa;Imagen Principal;Imagen 2;Imagen 3;Imagen 4;Publicaciones Relacionadas;Fecha de Creación;Fecha de Actualización
402;Bolsa de pastor;Capsella bursa-pastoris (L.) Medik.;Brassicaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Brassicaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
403;Cani cani;Descurainia myriophylla (Willd.) R.E.Fr.;Brassicaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Brassicaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
404;Mata conejo, Anis silvestre;Lepidium chichicara Desv.;Brassicaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Brassicaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
405;Cure, coniña;Austrocylindropuntia subulata (Muehlenpf.) Backeb.;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
406;Candelabro;Browningia candelaris (Meyen) Britton & Rose;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
407;Cactus;Cleistocactus sextonianus (Backeb.) D.R. Hunt;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
408;Cactus;Corryocactus brachypetalus (Vaupel) Britton & Rose;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
409;Curi, Sankallo;Corryocactus brevistylus (K. Schum. ex Vaupel) Britton & Rose;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
410;Cactus;Eriosyce islayensis (Foerster) Katt.;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
411;Cactus;Haageocereus platinospinus (Werderm. & Backeb.) Backeb.;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
412;Gigantón;Neoraimondia arequipensis Backeb.;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
413;Tuna;Opuntia ficus-indica (L.) Mill.;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
414;Pulla-pulla, Puscalla;Opuntia ignescens Vaupel;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
415;Viejito, Abuelito;Oreocereus leucotrichus (Phil.) Wagenkn.;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
416;Ayrampo;Tunilla soehrensii (Britton & Rose) D.R. Hunt & Iliff;Cactaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Cactaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
417;Zapato, Amayzapato;Calceolaria inamoena subsp inamoena;Calceolariaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Calceolariaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
418;Amayzapato, Zapato zapato;Calceolaria inamoena Kraenzl;Calceolariaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Calceolariaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
419;Chiñi kururu;Hypsela reniformis (Kunth) C.Presl;Campanulaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Campanulaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
420;Mito, Papaya silvestre;Vasconcellea candicans (A. Gray) (Carica candicans);Caricaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Caricaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
421;Arenilla;Arenaria serpens Kunth;Caryophyllaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Caryophyllaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
422;Almohadilla, Huaricuca;Pycnophyllum molle Remy;Caryophyllaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Caryophyllaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
423;Casuarina;Casuarina equisetifolia J.R. Forst. & G. Forst.;Casuarinaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Casuarinaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
424;Chalsa;Escallonia angustifolia C. Presl;Escalloniaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Escalloniaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
425;Higuerilla;Ricinus communis L.;Euphorbiaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Euphorbiaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
426;Aromo;Vachellia aroma (Acacia aroma)Gillies ex Hook. & Arn.;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
427;Yaro, Huarango;Vachellia huarango (Acacia huarango) Ruiz ex J.F. Macbr.;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
428;Faique;Vachellia macracantha Humb. & Bonpl. ex Willd. (Acacia macracantha);Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
429;Vilca;Vachellia visco (Acacia visco) Lorentz ex Griseb.;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
430;Kanllia hembra;Adesmia spinosissima Meyen ex Vogel;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
431;Tara;Tara spinosa Feuillée ex Molina (Caesalpinia spinosa Kuntze);Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
432;Chañar;Geoffroea decorticans (Gillies ex Hook. & Arn.) Burkart;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
433;Arabisca, Valquilla, Aroma blanco;Leucaena leucocephala (Lam.) de Wit;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
434;Quela;Lupinus pinguis Ulbr.;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
435;Trebol;Medicago polymorpha L.;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
436;Alfalfilla;Melilotus albus Medik.;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
437;Pulén de tomar;Otholobium pubescens (Poir.)J.W. Grimes;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
438;Azote de cristo;Parkinsonia aculeata L;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
439;Algarrobo chileno;Prosopis chilensis (Molina) Stuntz;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
440;Algarrobo cultivado;Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
441;Retama;Spartium junceum L.;Fabaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Fabaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
442;Llacho;Myriophyllum elatinoides Gaudich.;Haloragaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Haloragaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
443;Llacho, Chchinqui;Myriophyllum quitense Kunth;Haloragaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Haloragaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
444;Lipi lipi;Krameria lappacea (Dombey) Burdet & B.B. Simpson;Krameriaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Krameriaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
445;Matico;Marrubium vulgare L.;Lamiaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Lamiaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
446;Menta;Mentha aquatica L. (piperita);Lamiaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Lamiaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
447;Orégano;Origanum vulgare L.;Lamiaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Lamiaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
448;Muña;Satureja boliviana (Benth.) Briq.;Lamiaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Lamiaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
449;Muña;Satureja parvifolia (Phil.) Epling;Lamiaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Lamiaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
450;Ortiga colorada;Caiophora andina Urb. & Gilg;Loasaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Loasaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
451;Ortiga macho;Caiophora pentlandii (Paxton ex Graham) G. Don ex Loudon;Loasaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Loasaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
452;Ortiga macho;Caiophora sepiaria (Ruiz & Pav. ex G. Don) J.F. Macbr.;Loasaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Loasaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
453;Ortiga colorada;Caiophora superba Phil.;Loasaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Loasaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
454;Sulta sulta, Sueda sueda;Ligaria cuneifolia (Ruiz & Pav.) Tiegh.;Loranthaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Loranthaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
455;Algodón;Gossypium barbadense L.;Malvaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Malvaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
456;Malva;Malva parviflora L.;Malvaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Malvaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
457;Aldia;Nototriche argentea A.W. Hill;Malvaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Malvaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
458;Palo blanco;Tarasa operculata (Cav.) Krapov;Malvaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Malvaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
459;Membrillejo, Palo negro;Waltheria ovata Cav.;Malvaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Malvaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
460;Eucalipto;Eucalyptus camaldulensis Dehnh.;Myrtaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Myrtaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
461;Eucalipto;Eucalyptus globulus Labill.;Myrtaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Myrtaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
462;Layo;Epilobium denticulatum Ruiz & Pav.;Onagraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Onagraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
463;Chupa sangre;Oenothera rosea L'Hér. ex Aiton;Onagraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Onagraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
464;Cardosanto;Argemone subfusiformis G.B. Ownbey;Papaveraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Papaveraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
465;Lampayo;Malesherbia turbinea J.F. Macbr;Passifloraceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Passifloraceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
466;Berro, Occocolo;Mimulus glabratus Kunth;Phrymaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Phrymaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
467;Verdolaga;Bacopa monnieri (L.) Edwall;Plantaginaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Plantaginaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
468;Llantén;Plantago lanceolata L.;Plantaginaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Plantaginaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
469;Llantén;Plantago major L.;Plantaginaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Plantaginaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
470;Catuta, Flor del Inca, Cando;Cantua buxifolia Juss. ex Lam.;Polemoniaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Polemoniaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
471;Mora;Muehlenbeckia hastulata (Sm.) I.M. Johnst.;Polygonaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Polygonaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
472;Lengua de vaca, romasa;Rumex cuneifolius Campd.;Polygonaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Polygonaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
473;Libro-libro;Alchemilla diplophylla Diels;Rosaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Rosaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
474;Lloque;Kageneckia lanceolata Ruiz & Pav.;Rosaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Rosaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
475;Queñoa;Polylepis rugulosa Bitter;Rosaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Rosaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
476;Queñoa;Polylepis subtusalbida (Bitter) M. Kessler & Schmidt-Leb.;Rosaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Rosaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
477;Queñoa;Polylepis tarapacana Phil.;Rosaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Rosaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
478;Kanllia macho;Tetraglochin cristatum (Britton) Rothm.;Rosaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Rosaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
479;Alamo italiano;Populus nigra  L.;Salicaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Salicaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
480;Sauce;Salix humboldtiana Willd.;Salicaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Salicaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
481;Lenteja de agua;Azolla filiculoides Lam.;Salvinaceae;Casi Amenazado;NT;N/A;N/A;N/A;Plantae;Magnoliopsida;Magnoliopsida;Salvinaceae;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Ubicación no especificada;N/A;N/A;N/A;N/A;N/A;9/09/2025 16:09;10/09/2025 13:26
