nombre;nombre_comun;nombre_cientifico;descripcion;habitat;reino;filo;subfilo;clase;orden;familia;genero;estado_conservacion;Código IUCN;Categoría CITES;Categoría GBIF;cat_nacional;latitud;longitud;nombre_lugar;region;provincia;distrito;institucion_estudio;categoria
Tortolita de Puntos Dorados;Tortolita de Puntos Dorados;Metriopelia aymara;Metriopelia aymara (Prévost, 1840);;Animalia;Chordata;;Aves;Columbiformes;Columbidae;Metriopelia;LC;LC;NA;NA;LC;;;;;;;;
Tortolita Moteada;Tortolita Moteada;Metriopelia ceciliae;Metriopelia ceciliae (R.Lesson, 1845);;Animalia;Chordata;;Aves;Columbiformes;Columbidae;Metriopelia;LC;LC;NA;NA;LC;;;;;;;;
Tortolita de Ala Negra;Tortolita de Ala Negra;Metriopelia melanoptera;Metriopelia melanoptera (Molina, 1782);;Animalia;Chordata;;Aves;Columbiformes;Columbidae;Metriopelia;LC;LC;NA;NA;LC;;;;;;;;
Paloma de Ala Moteada;Paloma de Ala Moteada;Patagioenas maculosa;Patagioenas maculosa (Temminck, 1813);;Animalia;Chordata;;Aves;Columbiformes;Columbidae;Patagioenas;LC;LC;NA;NA;LC;;;;;;;;
Tórtola Orejuda;Tórtola Orejuda;Zenaida auriculata;Zenaida auriculata (Des Murs, 1847);;Animalia;Chordata;;Aves;Columbiformes;Columbidae;Zenaida;LC;LC;NA;NA;LC;;;;;;;;
Tórtola Melódica;Tórtola Melódica;Zenaida meloda;Zenaida meloda (Tschudi, 1843);;Animalia;Chordata;;Aves;Columbiformes;Columbidae;Zenaida;LC;LC;NA;NA;LC;;;;;;;;
Garrapatero de Pico Estriado;Garrapatero de Pico Estriado;Crotophaga sulcirostris;Crotophaga sulcirostris Swainson, 1827;;Animalia;Chordata;;Aves;Cuculiformes;Cuculidae;Crotophaga;LC;LC;NA;NA;LC;;;;;;;;
Aguilucho de Garganta Blanca;Aguilucho de Garganta Blanca;Buteo albigula;Buteo albigula Philippi, 1899;;Animalia;Chordata;;Aves;Accipitriformes;Accipitridae;Buteo;LC;LC;II;NA;LC;;;;;;;;
Aguilucho Cenizo;Aguilucho Cenizo;Circus cinereus;Circus cinereus Vieillot, 1816;;Animalia;Chordata;;Aves;Accipitriformes;Accipitridae;Circus;LC;LC;II;NA;LC;;;;;;;;
Aguilucho de Pecho Negro;Aguilucho de Pecho Negro;Geranoaetus melanoleucus;Geranoaetus melanoleucus (Vieillot, 1819);;Animalia;Chordata;;Aves;Accipitriformes;Accipitridae;Geranoaetus;LC;LC;II;NA;LC;;;;;;;;
Aguilucho Variable;Aguilucho Variable;Geranoaetus polyosoma;Geranoaetus polyosoma (Quoy & Gaimard, 1824);;Animalia;Chordata;;Aves;Accipitriformes;Accipitridae;Buteo;LC;LC;NA;NA;LC;;;;;;;;
Gavilán Mixto;Gavilán Mixto;Parabuteo unicinctus;Parabuteo unicinctus (Temminck, 1824);;Animalia;Chordata;;Aves;Accipitriformes;Accipitridae;Parabuteo;LC;LC;II;NA;LC;;;;;;;;
Halcón Aplomado;Halcón Aplomado;Falco femoralis;Falco femoralis Temminck, 1822;;Animalia;Chordata;;Aves;Falconiformes;Falconidae;Falco;LC;LC;II;NA;LC;;;;;;;;
Halcón Peregrino;Halcón Peregrino;Falco peregrinus;Falco peregrinus Tunstall, 1771;;Animalia;Chordata;;Aves;Falconiformes;Falconidae;Falco;LC;LC;I;NA;LC;;;;;;;;
Cernícalo Americano;Cernícalo Americano;Falco sparverius;Falco sparverius Linnaeus, 1758;;Animalia;Chordata;;Aves;Falconiformes;Falconidae;Falco;LC;LC;II;NA;LC;;;;;;;;
Caracara Cordillerano;Caracara Cordillerano;Daptrius megalopterus;Daptrius Vieillot, 1816;;Animalia;Chordata;;Aves;Falconiformes;Falconidae;Daptrius;LC;NA;NA;NA;LC;;;;;;;;
Aguila Pescadora;Aguila Pescadora;Pandion haliaetus;Pandion haliaetus (Linnaeus, 1758);;Animalia;Chordata;;Aves;Accipitriformes;Pandionidae;Pandion;LC;EN;II;NA;LC;;;;;;;;
Gallareta Andina;Gallareta Andina;Fulica ardesiaca;Fulica ardesiaca Tschudi, 1843;;Animalia;Chordata;;Aves;Gruiformes;Rallidae;Fulica;LC;LC;NA;NA;LC;;;;;;;;
Gallareta Gigante;Gallareta Gigante;Fulica gigantea;Fulica gigantea Eydoux & Souleyet, 1841;;Animalia;Chordata;;Aves;Gruiformes;Rallidae;Fulica;LC;LC;NA;NA;LC;;;;;;;;
Polla de Agua Común;Polla de Agua Común;Gallinula galeata;Gallinula galeata (Lichtenstein & Mhc, 1818);;Animalia;Chordata;;Aves;Gruiformes;Rallidae;Gallinula;LC;LC;NA;NA;LC;;;;;;;;
Gallineta Negra;Gallineta Negra;Laterallus jamaicensis;Laterallus jamaicensis (Gmelin, 1789);;Animalia;Chordata;;Aves;Gruiformes;Rallidae;Laterallus;LC;EN;NA;NA;EN;;;;;;;;
Rascón Plomizo ;Rascón Plomizo ;Pardirallus sanguinolentus;Pardirallus sanguinolentus (Swainson, 1838);;Animalia;Chordata;;Aves;Gruiformes;Rallidae;Pardirallus;LC;LC;NA;NA;LC;;;;;;;;
Gorrión de Collar Rufo;Gorrión de Collar Rufo;Zonotrichia capensis;Zonotrichia capensis (P.L.S.Müller, 1776);;Animalia;Chordata;;Aves;Passeriformes;Passerellidae;Zonotrichia;LC;LC;NA;NA;LC;;;;;;;;
Jilguero Negro;Jilguero Negro;Spinus atratus;Spinus atratus (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Fringillidae;Spinus;LC;LC;NA;NA;LC;;;;;;;;
Jilguero de Pico Grueso;Jilguero de Pico Grueso;Spinus crassirostris;Spinus crassirostris (Landbeck, 1877);;Animalia;Chordata;;Aves;Passeriformes;Fringillidae;Spinus;LC;LC;NA;NA;LC;;;;;;;;
Jilguero Encapuchado;Jilguero Encapuchado;Spinus magellanicus;Spinus magellanicus (Vieillot, 1805);;Animalia;Chordata;;Aves;Passeriformes;Fringillidae;Spinus;LC;LC;NA;NA;LC;;;;;;;;
Jilguero Cordillerano;Jilguero Cordillerano;Spinus uropygialis;Spinus uropygialis (P.L.Sclater, 1862);;Animalia;Chordata;;Aves;Passeriformes;Fringillidae;Spinus;LC;LC;NA;NA;LC;;;;;;;;
Canastero de Pecho Cremoso;Canastero de Pecho Cremoso;Asthenes dorbignyi;Asthenes dorbignyi (Reichenbach, 1853);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Asthenes;LC;LC;NA;NA;LC;;;;;;;;
Canastero Cordillerano;Canastero Cordillerano;Asthenes modesta;Asthenes modesta (Eyton, 1851);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Asthenes;LC;LC;NA;NA;LC;;;;;;;;
Canastero de Quebradas;Canastero de Quebradas;Asthenes pudibunda;Asthenes pudibunda (P.L.Sclater, 1874);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Asthenes;LC;LC;NA;NA;LC;;;;;;;;
Canastero de la Puna;Canastero de la Puna;Asthenes wyatti;Asthenes wyatti (P.L.Sclater & Salvin, 1871);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Asthenes;LC;LC;NA;NA;LC;;;;;;;;
Churrete de Ala Crema;Churrete de Ala Crema;Cinclodes albiventris;Cinclodes albiventris (Philippi & Landbeck, 1861);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Cinclodes;LC;LC;NA;NA;LC;;;;;;;;
Churrete de Ala Blanca;Churrete de Ala Blanca;Cinclodes atacamensis;Cinclodes atacamensis (Philippi, 1857);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Cinclodes;LC;LC;NA;NA;LC;;;;;;;;
Churrete Marisquero;Churrete Marisquero;Cinclodes taczanowskii;Cinclodes taczanowskii Berlepsch & Stolzmann, 1892;;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Cinclodes;LC;LC;NA;Endémica;LC;;;;;;;;
Minero Común;Minero Común;Geositta cunicularia;Geositta cunicularia (Vieillot, 1816);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Geositta;LC;LC;NA;NA;LC;;;;;;;;
Minero Gris;Minero Gris;Geositta maritima;Geositta maritima (Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Geositta;LC;LC;NA;NA;LC;;;;;;;;
Minero de la Puna;Minero de la Puna;Geositta punensis;Geositta punensis Dabbene, 1917;;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Geositta;LC;LC;NA;NA;LC;;;;;;;;
Minero de Pico Largo;Minero de Pico Largo;Geositta tenuirostris;Geositta tenuirostris (Lafresnaye, 1836);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Geositta;LC;LC;NA;NA;LC;;;;;;;;
Tijeral de Manto Llano;Tijeral de Manto Llano;Leptasthenura aegithaloides;Leptasthenura aegithaloides (Kittlitz, 1830);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Leptasthenura;LC;LC;NA;NA;LC;;;;;;;;
Tijeral Listado;Tijeral Listado;Leptasthenura striata;Leptasthenura striata (Philippi & Landbeck, 1863);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Leptasthenura;LC;LC;NA;NA;LC;;;;;;;;
Junquero;Junquero;Phleocryptes melanops;Phleocryptes melanops (Vieillot, 1817);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Phleocryptes;LC;LC;NA;NA;LC;;;;;;;;
Bandurrita de Pecho Anteado;Bandurrita de Pecho Anteado;Upucerthia validirostris;Upucerthia validirostris (Burmeister, 1861);;Animalia;Chordata;;Aves;Passeriformes;Furnariidae;Upucerthia;LC;LC;NA;NA;LC;;;;;;;;
Golondrina Tijereta;Golondrina Tijereta;Hirundo rustica;Hirundo rustica Linnaeus, 1758;;Animalia;Chordata;;Aves;Passeriformes;Hirundinidae;Hirundo;LC;LC;NA;NA;LC;;;;;;;;
Orochelidon murina;Orochelidon murina;Orochelidon murina;Orochelidon murina (Cassin, 1853);;Animalia;Chordata;;Aves;Passeriformes;Hirundinidae;Notiochelidon;LC;LC;NA;NA;LC;;;;;;;;
Orochelidum andecola;Orochelidum andecola;Orochelidon andecola;Orochelidon andecola (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Hirundinidae;Haplochelidon;LC;LC;NA;NA;LC;;;;;;;;
Martín Peruano;Martín Peruano;Progne murphyi;Progne murphyi Chapman, 1925;;Animalia;Chordata;;Aves;Passeriformes;Hirundinidae;Progne;LC;NT;NA;NA;NT;;;;;;;;
Golondrina Azul y Blanca;Golondrina Azul y Blanca;Pygochelidon cyanoleuca;Pygochelidon cyanoleuca (Vieillot, 1817);;Animalia;Chordata;;Aves;Passeriformes;Hirundinidae;Notiochelidon;LC;LC;NA;NA;LC;;;;;;;;
Golondrina Ribereña;Golondrina Ribereña;Riparia riparia;Riparia riparia (Linnaeus, 1758);;Animalia;Chordata;;Aves;Passeriformes;Hirundinidae;Riparia;LC;LC;NA;NA;LC;;;;;;;;
Tordo Brilloso;Tordo Brilloso;Molothrus bonariensis;Molothrus bonariensis (Gmelin, 1789);;Animalia;Chordata;;Aves;Passeriformes;Icteridae;Molothrus;LC;LC;NA;NA;LC;;;;;;;;
Pastorero Peruano;Pastorero Peruano;Leistes bellicosus;Leistes bellicosus (de Filippi, 1847);;Animalia;Chordata;;Aves;Passeriformes;Icteridae;Sturnella;LC;LC;NA;NA;LC;;;;;;;;
Cachirla Peruana ;Cachirla Peruana ;Anthus peruvianus;Anthus peruvianus Nicholson, 1878;;Animalia;Chordata;;Aves;Passeriformes;Motacillidae;Anthus;LC;LC;NA;NA;LC;;;;;;;;
Gorrión Casero ;Gorrión Casero ;Passer domesticus;Passer domesticus (Linnaeus, 1758);;Animalia;Chordata;;Aves;Passeriformes;Passeridae;Passer;LC;LC;NA;NA;LC;;;;;;;;
Semillero de Cola Bandeada;Semillero de Cola Bandeada;Catamenia analis;Catamenia analis (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Catamenia;LC;LC;NA;NA;LC;;;;;;;;
Semillero Simple;Semillero Simple;Catamenia inornata;Catamenia inornata (Lafresnaye, 1847);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Catamenia;LC;LC;NA;NA;LC;;;;;;;;
Pico-de-Cono Cinéreo;Pico-de-Cono Cinéreo;Conirostrum cinereum;Conirostrum cinereum d'Orbigny & Lafresnaye, 1838;;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Conirostrum;LC;LC;NA;NA;LC;;;;;;;;
Pico-de-Cono de los Tamarugales;Pico-de-Cono de los Tamarugales;Conirostrum tamarugense;Conirostrum tamarugense A.W.Johnson & Millie, 1972;;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Conirostrum;LC;LC;NA;NA;LC;;;;;;;;
Pico-de-Cono Gigante;Pico-de-Cono Gigante;Conirostrum binghami;Conirostrum binghami (Chapman, 1919);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Conirostrum;LC;NT;NA;NA;NT;;;;;;;;
Pincha-Flor de Garganta Negra;Pincha-Flor de Garganta Negra;Diglossa brunneiventris;Diglossa brunneiventris Lafresnaye, 1846;;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Diglossa;LC;LC;NA;NA;LC;;;;;;;;
Fringilo de Pecho Cenizo;Fringilo de Pecho Cenizo;Geospizopsis plebejus;Geospizopsis plebejus (Tschudi, 1844);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Geospizopsis;LC;LC;NA;NA;LC;;;;;;;;
Fringilo Plomizo;Fringilo Plomizo;Geospizopsis unicolor;Geospizopsis unicolor (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Geospizopsis;LC;LC;NA;NA;LC;;;;;;;;
Diuca aliblanca, Fringilo Glaciar ;Diuca aliblanca, Fringilo Glaciar ;Idiopsar speculifer;Idiopsar speculifer (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Idiopsar;LC;NA;NA;NA;LC;;;;;;;;
Fringilo de Garganta Blanca;Fringilo de Garganta Blanca;Idiopsar erythronotus;Idiopsar erythronotus (Philippi & Landbeck, 1861);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Idiopsar;LC;NA;NA;NA;LC;;;;;;;;
Fringilo de Capucha Negra;Fringilo de Capucha Negra;Phrygilus atriceps;Phrygilus atriceps (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Phrygilus;LC;LC;NA;NA;LC;;;;;;;;
Fringilo Peruano;Fringilo Peruano;Phrygilus punensis;Phrygilus punensis Ridgway, 1887;;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Phrygilus;LC;LC;NA;NA;LC;;;;;;;;
Tangara Azul y Amarilla;Tangara Azul y Amarilla;Rauenia bonariensis;Rauenia bonariensis (J.F.Gmelin, 1789);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Rauenia;LC;NA;NA;NA;LC;;;;;;;;
Fringilo de Cola Bandeada;Fringilo de Cola Bandeada;Rhopospina alaudina;Rhopospina alaudina (Kittlitz, 1833);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Porphyrospiza;LC;NA;NA;NA;LC;;;;;;;;
Fringilo de Pecho Negro;Fringilo de Pecho Negro;Rhopospina fruticeti;Rhopospina fruticeti (Kittlitz, 1833);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Rhopospina;NA;LC;NA;NA;LC;;;;;;;;
Saltador de Pico Dorado;Saltador de Pico Dorado;Saltator aurantiirostris;Saltator aurantiirostris Vieillot, 1817;;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Saltator;DD;LC;NA;NA;LC;;;;;;;;
Chirigüe de la Puna;Chirigüe de la Puna;Sicalis lutea;Sicalis lutea (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Sicalis;NT;LC;NA;NA;LC;;;;;;;;
Chirigüe Común;Chirigüe Común;Sicalis luteola;Sicalis luteola (Sparrman, 1789);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Sicalis;NA;LC;NA;NA;LC;;;;;;;;
Chirigüe Verdoso;Chirigüe Verdoso;Sicalis olivascens;Sicalis olivascens (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Sicalis;NA;LC;NA;NA;LC;;;;;;;;
Chirigüe de Raimondi;Chirigüe de Raimondi;Sicalis raimondii;Sicalis raimondii Taczanowski, 1874;;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Sicalis;EN;LC;NA;NA;LC;;;;;;;;
Chirigüe de Lomo Brillante;Chirigüe de Lomo Brillante;Sicalis uropygialis;Sicalis uropigyalis (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Sicalis;NA;NA;NA;NA;LC;;;;;;;;
Espiguero de Garganta Castaña;Espiguero de Garganta Castaña;Sporophila telasco;Sporophila telasco (R.Lesson, 1828);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Sporophila;CR;LC;NA;NA;LC;;;;;;;;
Semillerito Negro Azulado;Semillerito Negro Azulado;Volatinia jacarina;Volatinia jacarina (Linnaeus, 1766);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Volatinia;NT;LC;NA;NA;LC;;;;;;;;
Azulito Altoandino;Azulito Altoandino;Xenodacnis parina;Xenodacnis parina Cabanis, 1873;;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Xenodacnis;NA;LC;NA;NA;LC;;;;;;;;
Fringilo Apizarrado;Fringilo Apizarrado;Xenospingus concolor;Xenospingus concolor (d'Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Thraupidae;Xenospingus;NA;NT;NA;NA;NT;;;;;;;;
Cucarachero Común;Cucarachero Común;Troglodytes musculus;Troglodytes musculus J.F.Naumann, 1823;;Animalia;Chordata;;Aves;Passeriformes;Troglodytidae;Troglodytes;NA;NA;NA;NA;LC;;;;;;;;
Zorzal Chiguanco;Zorzal Chiguanco;Turdus chiguanco;Turdus chiguanco Orbigny & Lafresnaye, 1837;;Animalia;Chordata;;Aves;Passeriformes;Turdidae;Turdus;NA;LC;NA;NA;LC;;;;;;;;
Arriero de Pico Negro;Arriero de Pico Negro;Agriornis montanus;Agriornis montanus (Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Agriornis;NA;LC;NA;NA;LC;;;;;;;;
Arriero de Vientre Gris;Arriero de Vientre Gris;Agriornis micropterus;Agriornis micropterus Gould, 1839;;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Agriornis;NA;LC;NA;NA;LC;;;;;;;;
Torito de Pico Amarillo;Torito de Pico Amarillo;Anairetes flavirostris;Anairetes flavirostris P.L.Sclater & Salvin, 1876;;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Anairetes;NA;LC;NA;NA;LC;;;;;;;;
Torito de Cresta Pintada;Torito de Cresta Pintada;Anairetes reguloides;Anairetes reguloides (Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Anairetes;NA;LC;NA;NA;LC;;;;;;;;
Fío-Fío de Cresta Blanca;Fío-Fío de Cresta Blanca;Elaenia albiceps;Elaenia albiceps (Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Elaenia;NA;LC;NA;NA;LC;;;;;;;;
Negrito Andino;Negrito Andino;Lessonia oreas;Lessonia oreas (P.L.Sclater & Salvin, 1869);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Lessonia;NA;LC;NA;NA;LC;;;;;;;;
Dormilona de Cola Corta;Dormilona de Cola Corta;Muscigralla brevicauda;Muscigralla brevicauda Orbigny & Lafresnaye, 1837;;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Muscigralla;NA;LC;NA;NA;LC;;;;;;;;
Dormilona de Frente Blanca;Dormilona de Frente Blanca;Muscisaxicola albifrons;Muscisaxicola albifrons (Tschudi, 1844);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Muscisaxicola;NA;LC;NA;NA;LC;;;;;;;;
Dormilona Cinérea;Dormilona Cinérea;Muscisaxicola cinereus;Muscisaxicola cinereus Philippi & Landbeck, 1864;;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Muscisaxicola;NA;LC;NA;NA;LC;;;;;;;;
Dormilona de Nuca Ocrácea;Dormilona de Nuca Ocrácea;Muscisaxicola flavinucha;Muscisaxicola flavinucha Lafresnaye, 1855;;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Muscisaxicola;NA;LC;NA;NA;LC;;;;;;;;
Dormilona de Taczanowski;Dormilona de Taczanowski;Muscisaxicola griseus(b);Muscisaxicola griseus Taczanowski, 1884;;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Muscisaxicola;NA;NA;NA;NA;LC;;;;;;;;
Dormilona de la Puna;Dormilona de la Puna;Muscisaxicola juninensis;Muscisaxicola juninensis Taczanowski, 1884;;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Muscisaxicola;NA;LC;NA;NA;LC;;;;;;;;
Dormilona de Cara Oscura;Dormilona de Cara Oscura;Muscisaxicola maclovianus;Muscisaxicola maclovianus (Garnot, 1826);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Muscisaxicola;NA;LC;NA;NA;LC;;;;;;;;
Dormilona Chica;Dormilona Chica;Muscisaxicola maculirostris;Muscisaxicola maculirostris Orbigny & Lafresnaye, 1837;;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Muscisaxicola;VU;LC;NA;NA;LC;;;;;;;;
Dormilona de Nuca Rojiza;Dormilona de Nuca Rojiza;Muscisaxicola rufivertex;Muscisaxicola rufivertex Orbigny & Lafresnaye, 1837;;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Muscisaxicola;NA;LC;NA;NA;LC;;;;;;;;
Mosquerito de Pecho Rayado;Mosquerito de Pecho Rayado;Myiophobus fasciatus;Myiophobus fasciatus (Statius Muller, 1776);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Myiophobus;NA;LC;NA;NA;LC;;;;;;;;
Pitajo de Ceja Blanca;Pitajo de Ceja Blanca;Ochthoeca leucophrys;Ochthoeca leucophrys (Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Ochthoeca;NA;LC;NA;NA;LC;;;;;;;;
Pitajo de d'Orbigny;Pitajo de d'Orbigny;Ochthoeca oenanthoides;Ochthoeca oenanthoides (Orbigny & Lafresnaye, 1837);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Ochthoeca;NA;LC;NA;NA;LC;;;;;;;;
Ala-Rufa Canelo;Ala-Rufa Canelo;Cnemarchus rufipennis;Cnemarchus rufipennis (Taczanowski, 1874);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Polioxolmis;NA;NA;NA;NA;LC;;;;;;;;
Mosquero Bermellón;Mosquero Bermellón;Pyrocephalus rubinus;Pyrocephalus rubinus (Boddaert, 1783);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Pyrocephalus;NA;LC;NA;NA;LC;;;;;;;;
Siete Colores de la Totora;Siete Colores de la Totora;Tachuris rubrigastra;Tachuris rubrigastra (Vieillot, 1817);;Animalia;Chordata;;Aves;Passeriformes;Tyrannidae;Tachuris;NA;LC;NA;NA;LC;;;;;;;;
Pelícano Peruano;Pelícano Peruano;Pelecanus thagus;Pelecanus thagus Molina, 1782;;Animalia;Chordata;;Aves;Pelecaniformes;Pelecanidae;Pelecanus;NA;NT;NA;NA;NT;;;;;;;;
Cormorán Guanay;Cormorán Guanay;Leucocarbo bougainvilliorum;Leucocarbo bougainvilliorum (Lesson, 1837);;Animalia;Chordata;;Aves;Suliformes;Phalacrocoracidae;Leucocarbo;NA;NT;NA;NA;NT;;;;;;;;
Cormorán Neotropical;Cormorán Neotropical;Nannopterum brasilianum;Nannopterum brasilianum (J.F.Gmelin, 1789);;Animalia;Chordata;;Aves;Suliformes;Phalacrocoracidae;Phalacrocorax;NA;LC;NA;NA;LC;;;;;;;;
Cormorán de Pata Roja;Cormorán de Pata Roja;Phalacrocorax gaimardi;Phalacrocorax gaimardi (Lesson & Garnot, 1828);;Animalia;Chordata;;Aves;Suliformes;Phalacrocoracidae;Phalacrocorax;NA;NA;NA;NA;NT;;;;;;;;
Piquero Enmascarado;Piquero Enmascarado;Sula dactylatra;Sula dactylatra Lesson, 1831;;Animalia;Chordata;;Aves;Suliformes;Sulidae;Sula;NA;LC;NA;NA;LC;;;;;;;;
Piquero de Pata Azul;Piquero de Pata Azul;Sula nebouxii;Sula nebouxii Milne-Edwards, 1882;;Animalia;Chordata;;Aves;Suliformes;Sulidae;Sula;NA;LC;NA;NA;LC;;;;;;;;
Piquero Peruano;Piquero Peruano;Sula variegata;Sula variegata (Tschudi, 1843);;Animalia;Chordata;;Aves;Suliformes;Sulidae;Sula;NA;LC;NA;NA;LC;;;;;;;;
Parina Grande;Parina Grande;Phoenicoparrus andinus;Phoenicoparrus andinus (Philippi, 1854);;Animalia;Chordata;;Aves;Phoenicopteriformes;Phoenicopteridae;Phoenicoparrus;NA;VU;II;NA;VU;;;;;;;;
Parina Chica;Parina Chica;Phoenicoparrus jamesi;Phoenicoparrus jamesi (P.L.Sclater, 1886);;Animalia;Chordata;;Aves;Phoenicopteriformes;Phoenicopteridae;Phoenicoparrus;NA;NT;II;NA;NT;;;;;;;;
Flamenco Chileno;Flamenco Chileno;Phoenicopterus chilensis;Phoenicopterus chilensis Molina, 1782;;Animalia;Chordata;;Aves;Phoenicopteriformes;Phoenicopteridae;Phoenicopterus;NA;NT;II;NA;NT;;;;;;;;
Carpintero de Cuello Negro;Carpintero de Cuello Negro;Colaptes atricollis;Colaptes atricollis (Malherbe, 1850);;Animalia;Chordata;;Aves;Piciformes;Picidae;Colaptes;NA;LC;NA;NA;LC;;;;;;;;
Carpintero Andino;Carpintero Andino;Colaptes rupicola;Colaptes rupicola d'Orbigny, 1840;;Animalia;Chordata;;Aves;Piciformes;Picidae;Colaptes;NA;LC;NA;NA;LC;;;;;;;;
Zambullidor Grande;Zambullidor Grande;Podiceps major;Podiceps major (Boddaert, 1783);;Animalia;Chordata;;Aves;Podicipediformes;Podicipedidae;Podiceps;NA;LC;NA;NA;LC;;;;;;;;
Zambullidor Plateado;Zambullidor Plateado;Podiceps occipitalis;Podiceps occipitalis Garnot, 1826;;Animalia;Chordata;;Aves;Podicipediformes;Podicipedidae;Podiceps;NA;LC;NA;NA;LC;;;;;;;;
Zambullidor de Pico Grueso;Zambullidor de Pico Grueso;Podilymbus podiceps;Podilymbus podiceps (Linnaeus, 1758);;Animalia;Chordata;;Aves;Podicipediformes;Podicipedidae;Podilymbus;NA;LC;NA;NA;LC;;;;;;;;
Zambullidor Pimpollo;Zambullidor Pimpollo;Rollandia rolland;Rollandia rolland (Quoy & Gaimard, 1824);;Animalia;Chordata;;Aves;Podicipediformes;Podicipedidae;Rollandia;NA;LC;NA;NA;LC;;;;;;;;
Albatros de Ceja Negra;Albatros de Ceja Negra;Thalassarche melanophris;Thalassarche melanophris (Temminck, 1828);;Animalia;Chordata;;Aves;Procellariiformes;Diomedeidae;Thalassarche;NA;LC;NA;NA;LC;;;;;;;;
